sensitivity_biomarker;cohorts_max;trial_struc;sharing_type;cohort_random;n_int;setting;Avg_Pat;Avg_Cohorts;PTP;PTT1ER;FWER;Disj_Power
0.65;7;stop_post_mono;concurrent;0.01;50;Setting15;129,02;2,11;0,05;;;0,09
0.9;7;all_plac;concurrent;0.01;50;Setting15;152,67;2,27;0,06;;;0,13
0.9;7;stop_post_mono;cohort;0.02;50;Setting11;266,87;4,05;0,29;0,05;0,13;0,51
0.9;7;no_plac;concurrent;0.01;50;Setting15;154,88;2,17;0,31;;;0,50
0.9;3;stop_post_back;cohort;0.01;50;Setting15;115,03;1,76;0,05;;;0,08
0.9;3;stop_post_mono;cohort;0.01;50;Setting15;114,42;1,75;0,05;;;0,09
0.65;7;no_plac;concurrent;0.01;50;Setting15;146,53;2,14;0,21;;;0,36
0.9;5;stop_post_back;all;0.03;50;Setting11;265,34;4,03;0,32;0,04;0,09;0,48
0.65;7;stop_post_mono;cohort;0.03;50;Setting4;333,06;5,41;0,28;0,02;0,07;0,56
0.65;3;all_plac;dynamic;0.03;50;Setting11;151,87;2,57;0,07;0,01;0,02;0,10
0.9;5;all_plac;all;0.01;100;Setting4;416,51;3,22;;0,14;0,31;
0.9;7;stop_post_back;concurrent;0.01;50;Setting15;151,88;2,25;0,09;;;0,17
0.65;5;no_plac;all;0.01;100;Setting4;421,38;3,14;0,40;;;0,66
0.65;5;all_plac;cohort;0.01;50;Setting15;119,09;2,00;0,02;;;0,03
0.65;3;stop_post_back;dynamic;0.03;50;Setting11;152,75;2,58;0,08;0,01;0,02;0,12
0.9;7;stop_post_back;cohort;0.03;50;Setting4;354,80;5,43;0,44;0,07;0,31;0,71
0.65;7;no_plac;cohort;0.03;50;Setting4;363,20;5,21;0,28;;;0,78
0.9;3;stop_post_back;dynamic;0.03;50;Setting11;167,88;2,61;0,23;0,02;0,04;0,30
0.9;7;no_plac;dynamic;0.02;200;Setting8;1781,67;6,69;0,87;;;1,00
0.9;7;stop_post_mono;concurrent;0.01;50;Setting15;150,62;2,23;0,10;;;0,18
0.9;3;all_plac;dynamic;0.03;50;Setting11;168,28;2,61;0,22;0,02;0,04;0,29
0.65;5;stop_post_back;cohort;0.01;50;Setting15;120,03;2,00;0,03;;;0,05
0.65;7;stop_post_mono;dynamic;0.02;200;Setting8;1666,83;6,90;0,09;;;0,36
0.9;5;stop_post_mono;all;0.03;50;Setting11;265,63;4,03;0,34;0,04;0,09;0,52
0.9;3;no_plac;cohort;0.01;50;Setting15;129,17;1,80;0,27;;;0,43
0.65;5;stop_post_mono;cohort;0.01;50;Setting15;120,83;2,00;0,03;;;0,06
0.65;3;stop_post_mono;dynamic;0.03;50;Setting11;153,64;2,59;0,08;0,01;0,02;0,12
0.65;3;no_plac;dynamic;0.03;50;Setting11;178,52;2,62;0,43;0,13;0,20;0,56
0.9;7;all_plac;dynamic;0.02;200;Setting8;1965,70;6,84;0,44;;;0,84
0.9;5;all_plac;cohort;0.01;50;Setting15;137,40;2,12;0,05;;;0,09
0.65;5;stop_post_back;all;0.01;100;Setting4;369,79;3,13;0,43;0,04;0,10;0,58
0.9;3;no_plac;dynamic;0.03;50;Setting11;178,57;2,61;0,67;0,14;0,21;0,79
0.9;7;stop_post_mono;cohort;0.03;50;Setting4;357,15;5,41;0,43;0,07;0,27;0,73
0.65;7;all_plac;cohort;0.01;50;Setting15;125,75;2,11;0,02;;;0,03
0.65;7;no_plac;dynamic;0.02;200;Setting8;2060,58;6,89;0,52;;;0,96
0.9;7;all_plac;cohort;0.01;50;Setting15;149,08;2,29;0,04;;;0,09
0.9;5;stop_post_back;all;0.01;100;Setting4;420,74;3,24;0,63;0,13;0,29;0,74
0.65;5;no_plac;cohort;0.01;50;Setting15;142,28;2,08;0,20;;;0,35
0.9;5;stop_post_back;cohort;0.01;50;Setting15;138,00;2,10;0,06;;;0,12
0.65;5;stop_post_mono;all;0.01;100;Setting4;369,08;3,11;0,39;0,04;0,09;0,54
0.9;5;stop_post_mono;cohort;0.01;50;Setting15;136,71;2,08;0,07;;;0,13
0.65;5;all_plac;concurrent;0.02;200;Setting8;1180,86;4,94;0,08;;;0,27
0.9;5;no_plac;all;0.01;100;Setting4;408,98;2,99;0,63;;;0,85
0.9;3;stop_post_mono;dynamic;0.03;50;Setting11;169,01;2,62;0,23;0,02;0,04;0,31
0.65;7;stop_post_back;cohort;0.01;50;Setting15;128,27;2,13;0,03;;;0,06
0.9;5;no_plac;cohort;0.01;50;Setting15;153,49;2,14;0,28;;;0,48
0.9;5;stop_post_mono;all;0.01;100;Setting4;418,00;3,23;0,61;0,14;0,27;0,74
0.65;7;all_plac;all;0.03;50;Setting11;320,78;5,29;0,10;0,01;0,04;0,23
0.65;5;stop_post_back;concurrent;0.02;200;Setting8;1183,85;4,94;0,08;;;0,28
0.65;7;no_plac;all;0.03;50;Setting11;336,99;4,91;0,47;0,13;0,31;0,76
0.9;7;no_plac;all;0.03;50;Setting11;307,77;4,52;0,70;0,15;0,32;0,91
0.65;7;no_plac;cohort;0.01;50;Setting15;150,80;2,21;0,19;;;0,35
0.65;3;all_plac;dynamic;0.01;100;Setting4;257,24;2,22;;0,04;0,07;
0.9;7;stop_post_back;all;0.03;50;Setting11;346,69;5,25;0,36;0,05;0,12;0,62
0.9;7;all_plac;all;0.03;50;Setting11;343,77;5,21;0,31;0,03;0,08;0,53
0.9;7;stop_post_back;cohort;0.01;50;Setting15;148,65;2,26;0,07;;;0,14
0.65;7;all_plac;all;0.01;100;Setting4;454,03;3,85;;0,04;0,13;
0.65;3;all_plac;all;0.02;50;Setting15;134,24;2,26;0,02;;;0,05
0.65;3;stop_post_mono;all;0.02;50;Setting15;134,47;2,26;0,03;;;0,07
0.9;7;stop_post_back;dynamic;0.02;200;Setting8;1963,39;6,84;0,44;;;0,84
0.9;7;no_plac;cohort;0.01;50;Setting15;165,27;2,28;0,27;;;0,49
0.65;7;stop_post_mono;cohort;0.01;50;Setting15;127,76;2,11;0,04;;;0,07
0.65;5;all_plac;dynamic;0.03;50;Setting11;238,49;3,98;0,08;0,01;0,03;0,15
0.65;3;stop_post_back;all;0.02;50;Setting15;133,85;2,25;0,03;;;0,06
0.9;3;all_plac;dynamic;0.01;100;Setting4;292,77;2,29;;0,11;0,21;
0.65;3;stop_post_back;dynamic;0.01;100;Setting4;256,12;2,21;0,37;0,03;0,07;0,39
0.65;3;stop_post_mono;dynamic;0.01;100;Setting4;256,44;2,21;0,37;0,03;0,07;0,39
0.9;3;all_plac;all;0.02;50;Setting15;152,33;2,31;0,07;;;0,14
0.65;3;no_plac;all;0.02;50;Setting15;156,77;2,31;0,21;;;0,40
0.9;3;no_plac;dynamic;0.01;100;Setting4;311,97;2,28;0,61;;;0,81
0.65;7;stop_post_back;all;0.03;50;Setting11;330,26;5,36;0,16;0,03;0,10;0,34
0.9;3;stop_post_mono;all;0.02;50;Setting15;152,89;2,31;0,08;;;0,17
0.9;3;stop_post_back;all;0.02;50;Setting15;152,35;2,30;0,08;;;0,16
0.9;3;no_plac;all;0.02;50;Setting15;164,50;2,34;0,32;;;0,56
0.9;3;stop_post_mono;dynamic;0.01;100;Setting4;294,90;2,29;0,55;0,11;0,20;0,56
0.9;7;stop_post_mono;dynamic;0.02;200;Setting8;1959,80;6,84;0,45;;;0,84
0.65;7;stop_post_mono;all;0.03;50;Setting11;328,03;5,29;0,18;0,04;0,11;0,38
0.65;3;no_plac;dynamic;0.01;100;Setting4;304,93;2,28;0,38;;;0,58
0.65;5;stop_post_mono;concurrent;0.02;200;Setting8;1183,42;4,93;0,09;;;0,28
0.9;7;stop_post_mono;cohort;0.01;50;Setting15;150,60;2,28;0,08;;;0,16
0.9;7;no_plac;all;0.01;100;Setting4;462,69;3,39;0,64;;;0,86
0.9;5;all_plac;concurrent;0.02;200;Setting8;1404,07;4,93;0,42;;;0,77
0.9;7;stop_post_mono;all;0.03;50;Setting11;343,03;5,18;0,39;0,05;0,15;0,65
0.65;3;all_plac;concurrent;0.03;50;Setting11;156,45;2,58;0,09;0,01;0,02;0,12
0.65;7;no_plac;all;0.01;100;Setting4;499,68;3,67;0,40;;;0,69
0.9;3;stop_post_back;dynamic;0.01;100;Setting4;294,55;2,30;0,57;0,11;0,20;0,58
0.9;5;all_plac;dynamic;0.03;50;Setting11;262,11;4,04;0,25;0,02;0,05;0,40
0.9;5;no_plac;dynamic;0.03;50;Setting11;259,60;3,80;0,67;0,14;0,26;0,87
0.9;5;no_plac;concurrent;0.02;200;Setting8;1298,85;4,88;0,86;;;1,00
0.9;7;all_plac;all;0.01;100;Setting4;514,31;3,99;;0,14;0,36;
0.65;5;no_plac;dynamic;0.03;50;Setting11;269,87;3,96;0,44;0,13;0,26;0,68
0.65;5;all_plac;all;0.02;50;Setting15;190,05;3,18;0,03;;;0,08
0.65;5;stop_post_back;dynamic;0.03;50;Setting11;243,06;4,01;0,11;0,02;0,05;0,20
0.65;3;stop_post_back;concurrent;0.03;50;Setting11;156,90;2,59;0,09;0,01;0,02;0,13
0.65;5;stop_post_back;all;0.02;50;Setting15;194,75;3,21;0,05;;;0,14
0.9;3;all_plac;concurrent;0.03;50;Setting11;174,44;2,61;0,23;0,03;0,04;0,31
0.9;5;no_plac;all;0.02;50;Setting15;226,09;3,20;0,33;;;0,66
0.65;5;stop_post_mono;dynamic;0.03;50;Setting11;241,57;3,98;0,13;0,02;0,05;0,23
0.9;5;stop_post_back;dynamic;0.03;50;Setting11;261,99;4,03;0,27;0,03;0,06;0,44
0.65;3;all_plac;dynamic;0.02;50;Setting15;133,09;2,25;0,02;;;0,05
0.65;3;no_plac;concurrent;0.03;50;Setting11;180,32;2,63;0,45;0,14;0,21;0,58
0.9;3;no_plac;concurrent;0.03;50;Setting11;180,59;2,60;0,67;0,15;0,22;0,78
0.9;3;stop_post_back;concurrent;0.03;50;Setting11;175,25;2,61;0,25;0,03;0,04;0,33
0.65;5;no_plac;all;0.02;50;Setting15;217,22;3,19;0,23;;;0,51
0.65;5;stop_post_mono;all;0.02;50;Setting15;196,41;3,22;0,05;;;0,14
0.65;7;stop_post_back;all;0.01;100;Setting4;463,26;3,88;0,44;0,04;0,11;0,67
0.9;5;all_plac;all;0.02;50;Setting15;219,10;3,28;0,08;;;0,21
0.65;3;stop_post_mono;concurrent;0.03;50;Setting11;156,79;2,59;0,10;0,02;0,03;0,14
0.65;5;all_plac;dynamic;0.01;100;Setting4;364,28;3,11;;0,03;0,10;
0.9;5;stop_post_mono;dynamic;0.03;50;Setting11;260,26;4,00;0,30;0,03;0,07;0,47
0.9;3;all_plac;dynamic;0.02;50;Setting15;149,06;2,29;0,06;;;0,13
0.65;7;stop_post_mono;all;0.01;100;Setting4;459,89;3,82;0,41;0,04;0,10;0,65
0.65;5;no_plac;concurrent;0.02;200;Setting8;1472,75;4,94;0,51;;;0,93
0.9;5;stop_post_back;all;0.02;50;Setting15;221,98;3,31;0,12;;;0,29
0.9;5;all_plac;dynamic;0.01;100;Setting4;415,94;3,24;;0,12;0,29;
0.9;3;stop_post_mono;concurrent;0.03;50;Setting11;174,32;2,61;0,26;0,03;0,05;0,34
0.9;5;stop_post_mono;all;0.02;50;Setting15;222,51;3,31;0,12;;;0,31
0.9;7;stop_post_back;all;0.01;100;Setting4;514,94;3,97;0,64;0,14;0,33;0,82
0.9;3;stop_post_back;dynamic;0.02;50;Setting15;150,30;2,30;0,07;;;0,14
0.9;7;no_plac;dynamic;0.03;50;Setting11;309,43;4,52;0,68;0,14;0,30;0,91
0.65;3;no_plac;dynamic;0.02;50;Setting15;155,68;2,30;0,21;;;0,40
0.65;3;stop_post_back;dynamic;0.02;50;Setting15;133,19;2,25;0,03;;;0,06
0.9;5;stop_post_mono;concurrent;0.02;200;Setting8;1400,05;4,92;0,42;;;0,78
0.65;3;stop_post_mono;dynamic;0.02;50;Setting15;134,05;2,25;0,03;;;0,06
0.65;7;all_plac;all;0.02;50;Setting15;235,84;3,91;0,03;;;0,10
0.65;7;stop_post_back;all;0.02;50;Setting15;243,86;3,96;0,07;;;0,21
0.9;7;stop_post_mono;all;0.01;100;Setting4;513,23;3,93;0,65;0,14;0,29;0,84
0.9;5;stop_post_back;concurrent;0.02;200;Setting8;1407,53;4,93;0,42;;;0,78
0.65;7;no_plac;dynamic;0.03;50;Setting11;338,95;4,93;0,45;0,13;0,31;0,74
0.65;7;no_plac;all;0.02;50;Setting15;259,28;3,80;0,23;;;0,55
0.9;3;no_plac;dynamic;0.02;50;Setting15;165,41;2,34;0,30;;;0,53
0.9;7;no_plac;all;0.02;50;Setting15;261,86;3,69;0,33;;;0,70
0.65;7;all_plac;dynamic;0.03;50;Setting11;321,66;5,32;0,08;0,01;0,03;0,19
0.9;3;stop_post_mono;dynamic;0.02;50;Setting15;149,35;2,29;0,07;;;0,15
0.9;7;all_plac;all;0.02;50;Setting15;268,90;4,01;0,09;;;0,26
0.65;7;stop_post_back;dynamic;0.03;50;Setting11;326,86;5,31;0,15;0,03;0,08;0,32
0.65;7;stop_post_mono;all;0.02;50;Setting15;243,81;3,94;0,08;;;0,22
0.9;7;all_plac;dynamic;0.03;50;Setting11;340,54;5,22;0,26;0,02;0,06;0,49
0.65;7;stop_post_mono;dynamic;0.03;50;Setting11;326,19;5,26;0,17;0,03;0,10;0,36
0.9;7;stop_post_back;all;0.02;50;Setting15;271,46;4,03;0,14;;;0,38
0.9;7;stop_post_mono;dynamic;0.03;50;Setting11;342,70;5,21;0,35;0,04;0,12;0,62
0.9;5;no_plac;dynamic;0.01;100;Setting4;411,93;3,01;0,61;;;0,84
0.65;5;stop_post_back;dynamic;0.01;100;Setting4;364,07;3,09;0,39;0,04;0,09;0,53
0.65;5;all_plac;concurrent;0.03;50;Setting11;245,55;4,01;0,09;0,01;0,03;0,18
0.65;5;stop_post_mono;dynamic;0.01;100;Setting4;367,36;3,10;0,38;0,03;0,08;0,53
0.9;7;stop_post_mono;all;0.02;50;Setting15;273,64;4,04;0,16;;;0,40
0.65;5;all_plac;dynamic;0.02;50;Setting15;190,41;3,19;0,02;;;0,07
0.9;7;stop_post_back;dynamic;0.03;50;Setting11;343,76;5,25;0,32;0,04;0,11;0,57
0.65;3;all_plac;concurrent;0.01;100;Setting4;258,19;2,22;;0,03;0,07;
0.65;5;no_plac;concurrent;0.03;50;Setting11;272,74;3,97;0,45;0,14;0,28;0,69
0.9;5;no_plac;concurrent;0.03;50;Setting11;262,35;3,79;0,69;0,16;0,29;0,87
0.65;3;all_plac;cohort;0.02;200;Setting8;662,02;2,97;0,04;;;0,11
0.65;5;no_plac;dynamic;0.01;100;Setting4;421,55;3,13;0,39;;;0,66
0.9;5;all_plac;concurrent;0.03;50;Setting11;274,45;4,06;0,27;0,03;0,06;0,42
0.65;5;stop_post_back;dynamic;0.02;50;Setting15;190,92;3,16;0,04;;;0,12
0.65;5;no_plac;dynamic;0.02;50;Setting15;219,35;3,23;0,22;;;0,50
0.9;5;stop_post_back;dynamic;0.01;100;Setting4;416,75;3,24;0,61;0,12;0,27;0,74
0.9;5;no_plac;dynamic;0.02;50;Setting15;224,83;3,19;0,32;;;0,65
0.9;5;all_plac;dynamic;0.02;50;Setting15;219,31;3,32;0,07;;;0,19
0.65;5;stop_post_back;concurrent;0.03;50;Setting11;247,12;3,99;0,13;0,02;0,05;0,23
0.9;5;stop_post_mono;dynamic;0.01;100;Setting4;415,73;3,22;0,59;0,11;0,25;0,72
0.65;3;stop_post_mono;concurrent;0.02;50;Setting15;135,45;2,25;0,03;;;0,07
0.65;5;stop_post_mono;dynamic;0.02;50;Setting15;191,83;3,16;0,05;;;0,14
0.65;3;stop_post_back;concurrent;0.01;100;Setting4;259,15;2,22;0,38;0,04;0,07;0,39
0.65;3;all_plac;cohort;0.03;50;Setting11;153,92;2,58;0,05;0,01;0,01;0,08
0.65;5;stop_post_mono;concurrent;0.03;50;Setting11;249,43;4,01;0,14;0,03;0,06;0,26
0.9;5;stop_post_back;dynamic;0.02;50;Setting15;218,31;3,29;0,10;;;0,25
0.65;7;all_plac;dynamic;0.01;100;Setting4;451,54;3,84;;0,04;0,12;
0.65;7;all_plac;concurrent;0.02;200;Setting8;1665,89;6,89;0,09;;;0,34
0.65;3;all_plac;concurrent;0.02;50;Setting15;135,06;2,24;0,02;;;0,05
0.65;3;stop_post_mono;concurrent;0.01;100;Setting4;258,80;2,22;0,37;0,04;0,07;0,38
0.9;5;stop_post_mono;dynamic;0.02;50;Setting15;218,44;3,29;0,10;;;0,27
0.65;7;all_plac;dynamic;0.02;50;Setting15;235,70;3,93;0,02;;;0,09
0.65;3;stop_post_back;cohort;0.03;50;Setting11;153,68;2,57;0,06;0,01;0,02;0,09
0.9;3;all_plac;cohort;0.03;50;Setting11;170,01;2,62;0,18;0,03;0,05;0,26
0.9;3;all_plac;concurrent;0.01;100;Setting4;302,08;2,30;;0,12;0,22;
0.9;5;stop_post_back;concurrent;0.03;50;Setting11;274,39;4,06;0,30;0,03;0,08;0,47
0.65;3;stop_post_back;concurrent;0.02;50;Setting15;134,74;2,24;0,03;;;0,06
0.9;5;stop_post_mono;concurrent;0.03;50;Setting11;273,24;4,04;0,32;0,04;0,09;0,51
0.9;3;all_plac;concurrent;0.02;50;Setting15;154,22;2,30;0,06;;;0,13
0.65;3;stop_post_mono;cohort;0.03;50;Setting11;154,67;2,58;0,07;0,01;0,02;0,10
0.9;7;no_plac;dynamic;0.01;100;Setting4;466,75;3,40;0,62;;;0,86
0.9;3;stop_post_mono;concurrent;0.01;100;Setting4;302,10;2,29;0,57;0,12;0,22;0,58
0.9;3;stop_post_back;cohort;0.03;50;Setting11;170,15;2,62;0,19;0,04;0,06;0,28
0.9;3;stop_post_back;concurrent;0.01;100;Setting4;302,37;2,30;0,57;0,12;0,22;0,58
0.65;3;no_plac;concurrent;0.02;50;Setting15;157,69;2,31;0,22;;;0,41
0.65;3;no_plac;concurrent;0.01;100;Setting4;302,95;2,27;0,37;;;0,58
0.9;3;stop_post_back;concurrent;0.02;50;Setting15;154,05;2,29;0,07;;;0,14
0.65;7;no_plac;dynamic;0.01;100;Setting4;491,36;3,63;0,39;;;0,68
0.9;3;no_plac;concurrent;0.02;50;Setting15;166,07;2,33;0,31;;;0,54
0.9;3;no_plac;concurrent;0.01;100;Setting4;315,50;2,28;0,62;;;0,81
0.9;3;stop_post_mono;concurrent;0.02;50;Setting15;153,99;2,29;0,08;;;0,15
0.65;7;stop_post_back;dynamic;0.01;100;Setting4;459,26;3,86;0,41;0,03;0,10;0,62
0.65;3;no_plac;cohort;0.03;50;Setting11;181,34;2,62;0,42;0,12;0,18;0,56
0.9;7;all_plac;dynamic;0.02;50;Setting15;270,94;4,07;0,08;;;0,24
0.65;7;no_plac;concurrent;0.03;50;Setting11;336,77;4,88;0,46;0,14;0,32;0,75
0.9;3;no_plac;cohort;0.03;50;Setting11;186,00;2,62;0,63;0,14;0,22;0,77
0.9;7;all_plac;dynamic;0.01;100;Setting4;508,66;3,96;;0,12;0,33;
0.9;3;stop_post_mono;cohort;0.03;50;Setting11;170,70;2,62;0,20;0,04;0,06;0,28
0.65;7;no_plac;dynamic;0.02;50;Setting15;262,19;3,84;0,22;;;0,56
0.65;5;all_plac;concurrent;0.01;100;Setting4;368,78;3,14;;0,04;0,10;
0.9;7;all_plac;concurrent;0.03;50;Setting11;357,89;5,24;0,28;0,03;0,08;0,52
0.9;7;no_plac;dynamic;0.02;50;Setting15;265,75;3,75;0,32;;;0,70
0.9;7;no_plac;concurrent;0.03;50;Setting11;315,05;4,53;0,69;0,16;0,34;0,91
0.65;7;stop_post_back;dynamic;0.02;50;Setting15;241,15;3,94;0,06;;;0,19
0.65;5;all_plac;concurrent;0.02;50;Setting15;194,30;3,20;0,03;;;0,07
0.9;7;stop_post_back;dynamic;0.01;100;Setting4;509,93;3,96;0,63;0,12;0,31;0,81
0.9;7;stop_post_back;dynamic;0.02;50;Setting15;272,70;4,06;0,12;;;0,35
0.65;7;all_plac;concurrent;0.03;50;Setting11;327,55;5,29;0,11;0,02;0,05;0,24
0.65;7;stop_post_mono;dynamic;0.01;100;Setting4;468,52;3,90;0,39;0,03;0,09;0,65
0.65;7;stop_post_mono;dynamic;0.02;50;Setting15;242,84;3,92;0,07;;;0,22
0.65;7;stop_post_back;concurrent;0.02;200;Setting8;1673,61;6,90;0,09;;;0,36
0.65;5;stop_post_back;concurrent;0.01;100;Setting4;372,03;3,13;0,38;0,04;0,10;0,51
0.65;5;no_plac;concurrent;0.02;50;Setting15;220,73;3,23;0,22;;;0,51
0.65;3;stop_post_back;cohort;0.02;200;Setting8;663,56;2,97;0,04;;;0,12
0.9;7;stop_post_mono;dynamic;0.01;100;Setting4;518,31;3,99;0,61;0,11;0,26;0,83
0.9;5;all_plac;concurrent;0.02;50;Setting15;226,00;3,33;0,07;;;0,20
0.65;5;stop_post_back;concurrent;0.02;50;Setting15;196,20;3,19;0,05;;;0,13
0.9;7;stop_post_mono;dynamic;0.02;50;Setting15;273,73;4,07;0,14;;;0,38
0.65;7;stop_post_mono;concurrent;0.02;200;Setting8;1675,67;6,90;0,09;;;0,37
0.9;5;no_plac;concurrent;0.02;50;Setting15;228,29;3,21;0,32;;;0,65
0.65;7;stop_post_back;concurrent;0.03;50;Setting11;333,05;5,31;0,16;0,03;0,10;0,34
0.65;3;stop_post_mono;cohort;0.02;200;Setting8;663,93;2,97;0,04;;;0,12
0.9;7;all_plac;concurrent;0.02;200;Setting8;1943,01;6,83;0,45;;;0,84
0.9;3;all_plac;cohort;0.02;200;Setting8;822,60;2,97;0,25;;;0,58
0.65;5;stop_post_mono;concurrent;0.02;50;Setting15;197,63;3,21;0,05;;;0,15
0.9;5;stop_post_back;concurrent;0.02;50;Setting15;224,79;3,32;0,10;;;0,27
0.65;5;stop_post_mono;concurrent;0.01;100;Setting4;371,28;3,11;0,38;0,04;0,09;0,52
0.65;7;stop_post_mono;concurrent;0.03;50;Setting11;335,72;5,29;0,19;0,04;0,12;0,40
0.9;5;stop_post_mono;concurrent;0.02;50;Setting15;226,45;3,33;0,11;;;0,28
0.9;7;stop_post_back;concurrent;0.03;50;Setting11;354,32;5,23;0,34;0,04;0,13;0,60
0.9;5;all_plac;concurrent;0.01;100;Setting4;427,99;3,25;;0,13;0,30;
0.9;7;stop_post_mono;concurrent;0.03;50;Setting11;350,58;5,19;0,38;0,06;0,16;0,65
0.65;5;no_plac;concurrent;0.01;100;Setting4;423,32;3,14;0,39;;;0,66
0.65;3;all_plac;cohort;0.02;50;Setting15;133,91;2,25;0,02;;;0,04
0.9;7;no_plac;concurrent;0.02;200;Setting8;1789,85;6,68;0,87;;;1,00
0.65;5;all_plac;cohort;0.03;50;Setting11;238,46;4,00;0,06;0,01;0,02;0,12
0.65;7;no_plac;concurrent;0.02;200;Setting8;2061,89;6,88;0,52;;;0,96
0.9;3;all_plac;cohort;0.02;50;Setting15;150,27;2,32;0,04;;;0,09
0.9;5;no_plac;concurrent;0.01;100;Setting4;414,73;3,01;0,62;;;0,84
0.65;7;no_plac;concurrent;0.02;50;Setting15;262,84;3,82;0,22;;;0,55
0.65;3;stop_post_back;cohort;0.02;50;Setting15;134,28;2,25;0,02;;;0,04
0.9;5;all_plac;cohort;0.03;50;Setting11;264,33;4,07;0,19;0,03;0,07;0,35
0.65;5;stop_post_back;cohort;0.03;50;Setting11;243,76;4,04;0,08;0,02;0,04;0,17
0.65;3;stop_post_mono;cohort;0.02;50;Setting15;134,64;2,25;0,02;;;0,05
0.9;5;stop_post_back;concurrent;0.01;100;Setting4;428,10;3,24;0,60;0,13;0,30;0,72
0.65;7;all_plac;concurrent;0.02;50;Setting15;242,82;3,97;0,03;;;0,10
0.9;3;stop_post_back;cohort;0.02;50;Setting15;150,63;2,31;0,05;;;0,11
0.9;7;stop_post_back;concurrent;0.02;200;Setting8;1946,66;6,84;0,45;;;0,84
0.65;5;stop_post_mono;cohort;0.03;50;Setting11;245,62;4,05;0,10;0,02;0,04;0,19
0.9;5;stop_post_back;cohort;0.03;50;Setting11;262,03;4,03;0,22;0,04;0,09;0,40
0.65;3;no_plac;cohort;0.02;50;Setting15;158,88;2,32;0,19;;;0,38
0.9;7;no_plac;concurrent;0.02;50;Setting15;265,30;3,72;0,33;;;0,70
0.65;5;no_plac;cohort;0.03;50;Setting11;277,81;4,02;0,42;0,12;0,26;0,67
0.9;3;stop_post_mono;cohort;0.02;50;Setting15;151,21;2,32;0,05;;;0,11
0.9;3;no_plac;cohort;0.02;50;Setting15;169,05;2,34;0,28;;;0,53
0.9;7;all_plac;concurrent;0.02;50;Setting15;280,39;4,11;0,08;;;0,24
0.9;5;stop_post_mono;concurrent;0.01;100;Setting4;430,62;3,26;0,63;0,13;0,27;0,75
0.65;7;stop_post_back;concurrent;0.02;50;Setting15;249,78;4,00;0,07;;;0,21
0.65;7;all_plac;concurrent;0.01;100;Setting4;452,70;3,84;;0,04;0,12;
0.65;7;stop_post_mono;concurrent;0.02;50;Setting15;246,75;3,93;0,08;;;0,23
0.65;3;all_plac;all;0.01;100;Setting11;257,81;2,21;0,15;0,02;0,02;0,20
0.65;3;all_plac;cohort;0.01;100;Setting4;251,52;2,19;;0,04;0,09;
0.9;5;stop_post_mono;cohort;0.03;50;Setting11;264,49;4,04;0,24;0,04;0,10;0,42
0.9;5;no_plac;cohort;0.03;50;Setting11;276,33;3,91;0,63;0,14;0,28;0,85
0.9;7;stop_post_back;concurrent;0.02;50;Setting15;279,13;4,08;0,13;;;0,36
0.9;3;all_plac;all;0.01;100;Setting11;290,85;2,28;0,47;0,04;0,05;0,55
0.9;7;stop_post_mono;concurrent;0.02;200;Setting8;1939,96;6,83;0,45;;;0,85
0.65;3;no_plac;all;0.01;100;Setting11;300,56;2,28;0,56;0,13;0,19;0,65
0.65;5;all_plac;cohort;0.02;50;Setting15;190,59;3,20;0,02;;;0,05
0.9;7;stop_post_mono;concurrent;0.02;50;Setting15;278,76;4,07;0,14;;;0,40
0.65;3;stop_post_back;all;0.01;100;Setting11;258,01;2,20;0,16;0,02;0,03;0,20
0.9;3;stop_post_back;cohort;0.02;200;Setting8;822,75;2,97;0,25;;;0,58
0.9;3;stop_post_back;all;0.01;100;Setting11;291,78;2,28;0,48;0,04;0,06;0,55
0.65;3;stop_post_back;cohort;0.01;100;Setting4;254,62;2,21;0,35;0,04;0,09;0,36
0.9;3;stop_post_mono;cohort;0.02;200;Setting8;821,85;2,97;0,25;;;0,58
0.65;3;stop_post_mono;all;0.01;100;Setting11;257,51;2,20;0,17;0,02;0,03;0,21
0.65;3;stop_post_mono;cohort;0.01;100;Setting4;251,85;2,19;0,33;0,04;0,08;0,34
0.9;3;all_plac;cohort;0.01;100;Setting4;298,01;2,30;;0,10;0,21;
0.9;3;stop_post_back;cohort;0.01;100;Setting4;296,48;2,29;0,62;0,10;0,22;0,63
0.9;5;all_plac;cohort;0.02;50;Setting15;215,51;3,33;0,04;;;0,13
0.9;7;no_plac;concurrent;0.01;100;Setting4;461,72;3,35;0,63;;;0,86
0.65;5;stop_post_back;cohort;0.02;50;Setting15;194,51;3,23;0,03;;;0,09
0.9;3;no_plac;all;0.01;100;Setting11;291,42;2,25;0,84;0,17;0,23;0,90
0.65;7;all_plac;cohort;0.03;50;Setting11;317,96;5,35;0,06;0,01;0,02;0,15
0.9;3;stop_post_mono;all;0.01;100;Setting11;291,05;2,27;0,47;0,04;0,06;0,54
0.9;7;all_plac;cohort;0.03;50;Setting11;349,58;5,40;0,18;0,03;0,10;0,43
0.65;7;no_plac;concurrent;0.01;100;Setting4;497,59;3,66;0,39;;;0,69
0.65;5;stop_post_mono;cohort;0.02;50;Setting15;193,82;3,20;0,04;;;0,11
0.65;3;all_plac;all;0.03;50;Setting15;151,60;2,57;0,03;;;0,06
