Short Term Endpoint Quality,Maximum number of cohorts,Type of Data Sharing,Cohort Inclusion Rate,Final Cohort Sample Size,Interim Futility Stopping,Treatment Efficacy Setting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac_Th,Avg_Perc_Pat_Sup_Plac_Real,Avg_Pat_Comb,Avg_Pat_Mono,Avg_Pat_Back,Avg_Pat_Plac,Avg_Pat_Plac_First_Suc,Avg_Pat_Plac_Pool,Avg_Suc_Hist,Avg_Suc_Hist_Comb,Avg_Suc_Hist_Mono,Avg_Suc_Hist_Back,Avg_Suc_Hist_Plac,Avg_Suc_Bio,Avg_Suc_Bio_Comb,Avg_Suc_Bio_Mono,Avg_Suc_Bio_Back,Avg_Suc_Bio_Plac,Avg_Cohorts,Avg_Cohorts_First_Suc,Avg_TP,Avg_FP,Avg_TN,Avg_FN,Avg_any_P,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.65,7,cohort,0.01,500,Non,Setting 13,3477.5448,2960.70165,0.75,0.75,869.3862,869.3862,869.3862,869.3862,740.1754125,3477.5448,1042.7048,347.5607,260.721,260.6509,173.7722,1529.6388,408.2926,382.5783,382.4231,356.3448,6.96,6.952566453,1.8258,0,0,5.1342,0.8728,0,0.262327586,,,0.8728,0,0.8728
1,7,all,0.01,200,Yes,Setting 10,619.3908,589.150518,0.613427609,0.613427609,221.3009,221.3009,88.3945,88.3945,76.816169,619.3908,130.6956,70.0149,34.048,17.7608,8.8719,130.6956,70.0149,34.048,17.7608,8.8719,4.5037,5.272191753,0.8748,0.0695,2.9431,0.6163,0.4935,0.073599492,0.586680974,0.023069774,0.066936454,0.692707581,0.0612,0.4797
0.65,5,dynamic,0.01,200,Yes,Setting 10,372.6756,591.7573715,0.606311481,0.606311481,124.7705,124.7705,61.5673,61.5673,86.60994103,372.6756,76.2062,38.7031,18.9788,12.3659,6.1584,153.3491,55.2564,49.3839,25.291,23.4178,3.1278,4.52316765,0.1363,0.0058,2.0818,0.9039,0.1188,0.040816327,0.131032494,0.00277831,0.006396345,0.181214421,0.0056,0.1146
1,5,concurrent,0.01,500,Non,Setting 3,2420.5268,1647.029797,0.5,0.5,949.5503,949.5503,260.7131,260.7131,174.5196324,2420.5268,457.9401,284.7549,94.9305,52.1971,26.0576,457.9401,284.7549,94.9305,52.1971,26.0576,4.9579,4.887218045,0,0.5765,4.3814,0,0.361,1,,0.11627907,0.361,,0.361,0
0.9,5,dynamic,0.01,200,Yes,Setting 10,454.7096,542.507732,0.615366551,0.615366551,154.6894,154.6894,72.6654,72.6654,78.35889175,454.7096,95.4023,49.664,24.0475,14.4604,7.2304,121.8233,55.2348,34.6953,18.8303,13.0629,3.4034,4.34632732,0.4283,0.0223,2.2334,0.7194,0.311,0.049489569,0.373181145,0.009886066,0.023350589,0.460136674,0.0212,0.303
1,5,dynamic,0.01,200,Yes,Setting 10,468.1976,495.1814795,0.613294041,0.613294041,159.2144,159.2144,74.8844,74.8844,72.41830761,468.1976,98.25,51.0116,24.8025,14.9579,7.478,98.25,51.0116,24.8025,14.9579,7.478,3.448,4.168706759,0.5332,0.0338,2.2576,0.6234,0.3764,0.059611993,0.461006398,0.014750807,0.034915439,0.553372925,0.032,0.3634
0.65,3,concurrent,0.01,200,Yes,Setting 10,266.6292,400.4863636,0.603841597,0.603841597,82.8641,82.8641,50.4505,50.4505,69.94772727,266.6292,53.4867,25.7054,12.6923,10.0695,5.0195,109.3428,36.7186,32.8595,20.637,19.1277,2.2516,2.838636364,0.0914,0.0052,1.4851,0.6699,0.0881,0.053830228,0.120057796,0.00348923,0.005895272,0.147408964,0.0051,0.0842
0.9,5,dynamic,0.03,500,Non,Setting 13,2444.7192,2099.761159,0.906104694,0.906104694,993.5482,993.5482,228.8114,228.8114,188.7159345,2444.7192,810.0691,397.4961,298.2651,68.5043,45.8036,892.5428,417.3649,338.009,77.6398,59.5291,5,5,2.4431,0,0,2.5569,0.854,0,0.48862,,,0.854,0,0.854
0.65,5,dynamic,0.03,500,Non,Setting 13,2512.3752,2349.892077,0.908201201,0.908201201,1025.5806,1025.5806,230.607,230.607,209.8670445,2512.3752,833.0727,410.2553,307.5289,69.2028,46.0857,1129.2164,482.0029,451.0717,101.5312,94.6106,5,5,2.4332,0,0,2.5668,0.8521,0,0.48664,,,0.8521,0,0.8521
1,5,dynamic,0.03,500,Non,Setting 13,2308.8292,1746.093938,0.902061811,0.902061811,930.3312,930.3312,224.0834,224.0834,158.6941231,2308.8292,763.5351,372.299,279.196,67.2573,44.7828,763.5351,372.299,279.196,67.2573,44.7828,5,4.999768626,2.5204,0,0,2.4796,0.8677,0,0.50408,,,0.8677,0,0.8677
1,3,concurrent,0.01,200,Yes,Setting 10,331.7192,336.7636849,0.606580975,0.606580975,104.2879,104.2879,61.5717,61.5717,57.98230975,331.7192,67.8762,33.3993,16.021,12.3046,6.1513,67.8762,33.3993,16.021,12.3046,6.1513,2.3532,2.671228304,0.3438,0.0291,1.5374,0.4429,0.3001,0.078037007,0.437015381,0.018576444,0.031869369,0.488773748,0.0283,0.283
0.65,7,dynamic,0.01,200,Yes,Setting 10,481.052,758.6081343,0.607162655,0.607162655,168.905,168.905,71.621,71.621,98.3053583,481.052,99.4084,52.2579,25.6849,14.2883,7.1773,198.2928,74.8203,66.8677,29.3852,27.2196,4.0055,6.129761136,0.1963,0.0085,2.6714,1.1293,0.1552,0.041503906,0.148083887,0.00317176,0.009520571,0.226916113,0.0084,0.1504
0.9,3,concurrent,0.01,200,Yes,Setting 10,318.1016,374.8238153,0.603885615,0.603885615,99.9386,99.9386,59.1122,59.1122,64.62535439,318.1016,64.816,31.8331,15.2735,11.7909,5.9185,83.7199,35.4422,22.2784,15.3346,10.6647,2.3375,2.745646011,0.2782,0.0199,1.5443,0.4951,0.2473,0.066756122,0.359756886,0.012722158,0.021816961,0.404362126,0.0195,0.2336
0.9,3,concurrent,0.01,500,Non,Setting 6,1441.1124,1209.844562,0.850280478,0.850280478,506.4696,506.4696,214.0866,214.0866,170.812507,1441.1124,317.3597,151.9115,101.2071,42.7837,21.4574,397.8156,172.1192,131.5196,55.6132,38.5636,2.9809,2.978630075,1.8287,0,0,1.1522,0.89,0,0.613472441,,,0.89,0,0.89
0.65,3,concurrent,0.01,500,Non,Setting 6,1498.4764,1331.90905,0.853633983,0.853633983,530.5477,530.5477,218.6905,218.6905,186.7427602,1498.4764,330.9613,159.404,105.9374,43.6947,21.9252,623.6817,233.4836,217.5049,89.5464,83.1468,2.9882,2.991289593,1.8193,0,0,1.1689,0.8853,0,0.608828057,,,0.8853,0,0.8853
1,3,concurrent,0.01,500,Non,Setting 6,1313.9836,995.5478611,0.843770217,0.843770217,454.655,454.655,202.3368,202.3368,142.9783313,1313.9836,288.0073,136.4474,90.895,40.5105,20.1544,288.0073,136.4474,90.895,40.5105,20.1544,2.9671,2.952753267,1.8428,0,0,1.1243,0.8957,0,0.62107782,,,0.8957,0,0.8957
0.9,7,dynamic,0.01,200,Yes,Setting 10,581.8648,684.5014925,0.61548947,0.61548947,206.9194,206.9194,84.013,84.013,88.24857531,581.8648,123.3126,66.1412,31.9952,16.7609,8.4153,156.9079,73.6445,46.2577,21.8494,15.1563,4.3211,5.673270014,0.5962,0.0313,2.8564,0.8372,0.3696,0.049880478,0.415934143,0.010839076,0.032485409,0.529929577,0.0295,0.3612
1,7,dynamic,0.01,200,Yes,Setting 10,608.3416,631.2095754,0.614877974,0.614877974,217.1436,217.1436,87.0272,87.0272,81.59281843,608.3416,129.0562,69.2283,33.6723,17.4453,8.7103,129.0562,69.2283,33.6723,17.4453,8.7103,4.4699,5.490966576,0.7445,0.0484,2.9424,0.7346,0.4432,0.061041745,0.50334663,0.016182961,0.049663847,0.631225354,0.0458,0.4322
0.65,5,concurrent,0.01,200,Yes,Setting 10,382.5672,581.3437014,0.606462964,0.606462964,128.5913,128.5913,62.6923,62.6923,83.87091757,382.5672,78.3159,40.0326,19.4971,12.5152,6.271,157.3643,56.9717,50.8345,25.6902,23.8679,3.1927,4.50155521,0.1455,0.0073,2.112,0.9279,0.1292,0.047774869,0.135550587,0.003444534,0.008333333,0.190777298,0.0073,0.1237
0.9,5,concurrent,0.01,200,Yes,Setting 10,466.4676,532.4274243,0.610151436,0.610151436,159.1267,159.1267,74.1071,74.1071,76.13773935,466.4676,97.325,50.6227,24.4492,14.8124,7.4407,124.588,56.4237,35.5049,19.2668,13.3926,3.4187,4.273625695,0.4253,0.0298,2.2602,0.7034,0.3243,0.065480114,0.376805174,0.0130131,0.031877344,0.478664193,0.0289,0.3096
0.65,7,dynamic,0.01,500,Non,Setting 6,3502.6828,2672.233275,0.914714082,0.914714082,1455.8918,1455.8918,295.4496,295.4496,215.7638648,3502.6828,816.8104,436.9466,291.1733,59.1665,29.524,1470.7329,640.6451,596.8714,121.1328,112.0836,6.9606,6.927586559,4.8464,0,0,2.1142,0.9799,0,0.696261817,,,0.9799,0,0.9799
0.9,7,dynamic,0.01,500,Non,Setting 6,3318.2084,2286.651887,0.910983002,0.910983002,1369.1726,1369.1726,289.9316,289.9316,190.1544798,3318.2084,771.4342,410.53,273.8247,58.0567,29.0228,948.8643,465.2729,355.9244,75.3795,52.2875,6.9477,6.839214889,4.879,0,0,2.0687,0.9836,0,0.702246787,,,0.9836,0,0.9836
1,5,concurrent,0.01,200,Yes,Setting 10,494.5736,481.6498367,0.61319699,0.61319699,169.4298,169.4298,77.857,77.857,69.13262999,494.5736,103.6941,54.232,26.1078,15.5445,7.8098,103.6941,54.232,26.1078,15.5445,7.8098,3.4978,4.075609143,0.5441,0.049,2.279,0.6257,0.399,0.082616759,0.465122243,0.02104811,0.049721342,0.573560446,0.0455,0.3805
1,7,dynamic,0.01,500,Non,Setting 6,2927.3824,1754.5412,0.902523137,0.902523137,1187.8259,1187.8259,275.8653,275.8653,155.369176,2927.3824,676.5219,356.3363,237.2939,55.2415,27.6502,676.5219,356.3363,237.2939,55.2415,27.6502,6.9033,6.637741607,4.8752,0,0,2.0281,0.9835,0,0.706212971,,,0.9835,0,0.9835
0.65,3,cohort,0.01,200,Yes,Setting 10,261.8,378.284153,0.58181125,0.58181125,65.45,65.45,65.45,65.45,94.57103825,261.8,49.7855,20.2072,9.9322,13.0956,6.5505,106.6063,28.9928,25.9208,26.8296,24.8631,2.2306,2.773224044,0.0718,0.0038,1.4812,0.6738,0.0732,0.05026455,0.096298283,0.002558923,0.004396622,0.123757102,0.0038,0.0697
1,7,concurrent,0.01,500,Non,Setting 3,3393.6072,2195.986213,0.5,0.5,1404.6336,1404.6336,292.17,292.17,187.5818015,3393.6072,649.3853,421.2778,140.3169,58.5638,29.2268,649.3853,421.2778,140.3169,58.5638,29.2268,6.9436,6.763097426,0,0.8107,6.1329,0,0.4379,1,,0.116754997,0.4379,,0.4379,0
0.65,7,concurrent,0.01,200,Yes,Setting 10,482.5756,737.7185003,0.609892145,0.609892145,169.3038,169.3038,71.984,71.984,94.48125384,482.5756,99.8635,52.5637,25.7181,14.4187,7.163,198.9014,75.0148,66.9909,29.5377,27.358,4.0027,6.013521819,0.1985,0.0095,2.6547,1.14,0.1635,0.045673077,0.148300336,0.003565798,0.010464058,0.234908332,0.0092,0.1576
0.65,7,concurrent,0.01,500,Non,Setting 3,3501.6444,2996.62047,0.5,0.5,1454.5073,1454.5073,296.3149,296.3149,245.7358655,3501.6444,670.7714,436.4657,145.4907,59.2006,29.6144,1426.4297,640.0954,552.2194,121.5633,112.5516,6.9575,6.939692665,0,0.6334,6.3241,0,0.3502,1,,0.091038448,0.3502,,0.3502,0
0.9,7,concurrent,0.01,500,Non,Setting 3,3434.0792,2472.130425,0.5,0.5,1422.7676,1422.7676,294.272,294.272,207.8430683,3434.0792,657.6804,427.0795,142.2534,58.887,29.4605,869.3484,483.972,255.9644,76.4699,52.9421,6.9518,6.847525217,0,0.8024,6.1494,0,0.4299,1,,0.115423344,0.4299,,0.4299,0
0.9,3,cohort,0.01,200,Yes,Setting 10,310.9,364.7311207,0.585425,0.585425,77.725,77.725,77.725,77.725,91.18278018,310.9,59.9125,24.7308,11.8982,15.5353,7.7482,79.0449,27.583,17.2622,20.1998,13.9999,2.3302,2.71043771,0.2126,0.0165,1.5497,0.5514,0.2079,0.072020952,0.278272251,0.010535053,0.018574806,0.345545083,0.0165,0.1943
1,3,concurrent,0.03,500,Non,Setting 13,1390.1392,1131.386723,0.861227018,0.861227018,503.6685,503.6685,191.4011,191.4011,148.2480242,1390.1392,448.4495,201.5129,151.1775,57.463,38.2961,448.4495,201.5129,151.1775,57.463,38.2961,3,3,1.4274,0,0,1.5726,0.7637,0,0.4758,,,0.7637,0,0.7637
0.65,3,concurrent,0.03,500,Non,Setting 13,1503.7416,1442.329569,0.867509283,0.867509283,552.6802,552.6802,199.1906,199.1906,187.7456797,1503.7416,486.3926,221.0306,165.7504,59.8276,39.784,672.1611,259.6466,243.1496,87.6511,81.7138,3,3,1.3805,0,0,1.6195,0.7411,0,0.460166667,,,0.7411,0,0.7411
1,3,cohort,0.01,200,Yes,Setting 10,329.39,338.0149365,0.58837,0.58837,82.3475,82.3475,82.3475,82.3475,84.50373413,329.39,63.7771,26.3737,12.7102,16.4634,8.2298,63.7771,26.3737,12.7102,16.4634,8.2298,2.3615,2.650112024,0.275,0.0259,1.5477,0.5129,0.2678,0.086075108,0.349029065,0.016459075,0.02900832,0.426381953,0.0258,0.2476
0.9,3,cohort,0.01,500,Non,Setting 3,1475.254,1226.869205,0.5,0.5,368.8135,368.8135,368.8135,368.8135,306.7173013,1475.254,258.0758,110.7063,36.8238,73.6165,36.9292,353.8363,125.3934,66.2754,95.8357,66.3318,2.9825,2.972268212,0,0.2626,2.7199,0,0.2416,1,,0.08804694,0.2416,,0.2416,0
0.9,3,concurrent,0.03,500,Non,Setting 13,1461.728,1309.29249,0.864949147,0.864949147,534.1809,534.1809,196.6831,196.6831,170.8419992,1461.728,472.5496,213.7668,160.3927,59.0139,39.3762,524.2882,224.4566,181.7039,66.961,51.1667,3,3,1.4001,0,0,1.5999,0.7488,0,0.4667,,,0.7488,0,0.7488
1,3,cohort,0.01,500,Non,Setting 3,1457.7096,1085.032505,0.5,0.5,364.4274,364.4274,364.4274,364.4274,271.2581262,1457.7096,254.9832,109.4172,36.3284,72.8136,36.424,254.9832,109.4172,36.3284,72.8136,36.424,2.9798,2.957170172,0,0.2873,2.6925,0,0.2615,1,,0.096415867,0.2615,,0.2615,0
0.9,7,concurrent,0.01,200,Yes,Setting 10,604.0652,665.0427529,0.614165233,0.614165233,215.9673,215.9673,86.0653,86.0653,84.7346194,604.0652,128.3034,69.1755,33.3614,17.1785,8.588,163.2351,76.958,48.3499,22.3993,15.5279,4.3974,5.599061522,0.6058,0.0449,2.8726,0.8741,0.3846,0.069002613,0.409351983,0.015389889,0.046153846,0.545294892,0.042,0.3726
1,7,concurrent,0.01,200,Yes,Setting 10,643.212,605.0417391,0.613716974,0.613716974,231.0431,231.0431,90.5629,90.5629,77.44195652,643.212,136.1536,73.2847,35.5814,18.1666,9.1209,136.1536,73.2847,35.5814,18.1666,9.1209,4.5738,5.307391304,0.7387,0.0686,3.0001,0.7664,0.4609,0.084974607,0.490797954,0.022354743,0.067776327,0.632038974,0.0623,0.4411
0.9,7,dynamic,0.03,500,Non,Setting 13,3411.392,2765.245989,0.926431594,0.926431594,1455.5821,1455.5821,250.1139,250.1139,192.5470842,3411.392,1144.3402,582.2909,436.7795,75.1093,50.1605,1256.6482,611.4458,494.919,85.1497,65.1337,7,6.998118845,3.6539,0,0,3.3461,0.9076,0,0.521985714,,,0.9076,0,0.9076
0.65,5,concurrent,0.01,500,Non,Setting 6,2498.2432,2031.785819,0.893389714,0.893389714,984.6284,984.6284,264.4932,264.4932,205.4010667,2498.2432,571.6332,295.4414,196.8816,52.8087,26.5015,1045.6077,433.2241,403.5153,108.4584,100.4099,4.9746,4.963815101,3.3307,0,0,1.6439,0.9572,0,0.66954127,,,0.9572,0,0.9572
0.9,5,concurrent,0.01,500,Non,Setting 6,2386.4,1782.340394,0.889860601,0.889860601,933.7008,933.7008,259.4992,259.4992,183.2171554,2386.4,544.6889,279.9536,186.824,51.9429,25.9684,674.3551,317.3656,242.7361,67.5149,46.7385,4.9659,4.929875822,3.3237,0,0,1.6422,0.9594,0,0.669304658,,,0.9594,0,0.9594
0.65,7,dynamic,0.03,500,Non,Setting 13,3523.6596,3211.576992,0.928441061,0.928441061,1509.7054,1509.7054,252.1244,252.1244,220.9907117,3523.6596,1182.4867,603.7118,452.8214,75.5981,50.3554,1587.8487,709.3611,664.1885,110.8838,103.4153,7,7,3.6111,0,0,3.3889,0.8981,0,0.515871429,,,0.8981,0,0.8981
0.65,3,cohort,0.01,500,Non,Setting 3,1492.234,1378.462865,0.5,0.5,373.0585,373.0585,373.0585,373.0585,344.6157163,1492.234,261.1691,112.0696,37.3438,74.5803,37.1754,600.5055,164.1936,141.8754,152.764,141.6725,2.9867,2.99425012,0,0.2257,2.761,0,0.2087,1,,0.075568353,0.2087,,0.2087,0
0.65,5,cohort,0.01,200,Yes,Setting 10,371.18,539.6666667,0.583501438,0.583501438,92.795,92.795,92.795,92.795,134.9166667,371.18,70.6024,28.7172,14.0739,18.5427,9.2686,151.1447,41.0639,36.6663,38.0784,35.3361,3.1615,4.396078431,0.1026,0.0066,2.1096,0.9427,0.102,0.06043956,0.09815364,0.003118798,0.007486388,0.152553124,0.0066,0.0962
1,7,dynamic,0.03,500,Non,Setting 13,3217.0476,2267.682421,0.922909875,0.922909875,1362.729,1362.729,245.7948,245.7948,160.7654348,3217.0476,1076.9174,545.0955,408.9242,73.7656,49.1321,1076.9174,545.0955,408.9242,73.7656,49.1321,7,6.998574405,3.7646,0,0,3.2354,0.9156,0,0.5378,,,0.9156,0,0.9156
0.9,5,cohort,0.01,200,Yes,Setting 10,457.65,532.0534682,0.586574236,0.586574236,114.4125,114.4125,114.4125,114.4125,133.0133671,457.65,88.5119,36.647,17.5717,22.8457,11.4475,116.634,40.7956,25.5174,29.7071,20.6139,3.4195,4.285404624,0.31,0.0243,2.2573,0.8279,0.2768,0.072689201,0.272431672,0.010650421,0.026443367,0.395249695,0.024,0.2596
1,5,cohort,0.01,200,Yes,Setting 10,491.77,505.3010842,0.588786577,0.588786577,122.9425,122.9425,122.9425,122.9425,126.3252711,491.77,95.3986,39.4343,18.9917,24.6345,12.3381,95.3986,39.4343,18.9917,24.6345,12.3381,3.5223,4.174867946,0.4134,0.0362,2.3094,0.7633,0.3597,0.080516014,0.351321492,0.015433151,0.038616778,0.50881688,0.0354,0.3376
1,5,concurrent,0.01,500,Non,Setting 6,2133.644,1386.023408,0.88147533,0.88147533,820.4134,820.4134,246.4086,246.4086,148.8830658,2133.644,484.0404,246.1147,163.9271,49.3073,24.6913,484.0404,246.1147,163.9271,49.3073,24.6913,4.9269,4.817814604,3.3504,0,0,1.5765,0.9664,0,0.68002192,,,0.9664,0,0.9664
0.65,3,all,0.03,200,Yes,Setting 10,349.6248,441.3872473,0.617157644,0.617157644,118.1589,118.1589,56.6535,56.6535,70.61197512,349.6248,71.407,36.4718,17.9486,11.3228,5.6638,143.8569,52.351,46.8243,23.1673,21.5143,2.9198,2.99688958,0.1403,0.0079,1.9451,0.8265,0.1294,0.053306343,0.145117915,0.004045059,0.008283527,0.179901105,0.0079,0.1237
1,3,all,0.03,200,Yes,Setting 10,405.2816,370.0161535,0.626803754,0.626803754,137.3194,137.3194,65.3214,65.3214,56.40307925,405.2816,84.4982,43.7282,21.1379,13.1061,6.526,84.4982,43.7282,21.1379,13.1061,6.526,2.9359,2.976274609,0.4878,0.0458,1.9071,0.4952,0.3974,0.085832084,0.496236012,0.023452302,0.045297986,0.546633635,0.0434,0.3751
0.9,3,all,0.03,200,Yes,Setting 10,396.9852,410.8028126,0.625120933,0.625120933,134.484,134.484,64.0086,64.0086,63.63252828,396.9852,82.5775,42.7405,20.6492,12.7983,6.3895,105.8925,47.7051,29.9976,16.6461,11.5437,2.9362,2.987465607,0.3951,0.0267,1.9418,0.5726,0.3291,0.063300142,0.408287692,0.013563627,0.026729069,0.456323338,0.0257,0.315
0.65,7,cohort,0.01,200,Yes,Setting 10,470.7,696.2647296,0.583269696,0.583269696,117.675,117.675,117.675,117.675,174.0661824,470.7,89.2592,36.2585,17.7609,23.5114,11.7284,191.623,52.14,46.5466,48.1671,44.7693,4.0183,5.878127522,0.1266,0.007,2.6775,1.2072,0.1239,0.05239521,0.094916779,0.002607562,0.007909605,0.176851294,0.007,0.1175
0.65,5,concurrent,0.03,500,Non,Setting 13,2511.6904,2337.134083,0.908132332,0.908132332,1025.1332,1025.1332,230.712,230.712,208.5161744,2511.6904,832.8572,410.1267,307.407,69.1963,46.1272,1128.9653,482.0197,450.8307,101.4935,94.6214,5,5,2.5829,0,0,2.4171,0.8586,0,0.51658,,,0.8586,0,0.8586
0.9,5,concurrent,0.03,500,Non,Setting 13,2431.188,2054.332947,0.905687226,0.905687226,987.2078,987.2078,228.3862,228.3862,184.5845119,2431.188,805.447,394.7836,296.4354,68.5753,45.6527,887.4637,414.6217,335.8202,77.6536,59.3682,5,5,2.6139,0,0,2.3861,0.8664,0,0.52278,,,0.8664,0,0.8664
1,5,concurrent,0.03,500,Non,Setting 13,2277.2216,1690.817705,0.901067603,0.901067603,915.6487,915.6487,222.9621,222.9621,153.900867,2277.2216,752.7704,366.5032,274.748,67.0088,44.5104,752.7704,366.5032,274.748,67.0088,44.5104,5,4.99920146,2.673,0,0,2.327,0.8804,0,0.5346,,,0.8804,0,0.8804
0.65,5,all,0.03,200,Yes,Setting 10,585.234,681.0874317,0.629145394,0.629145394,219.1588,219.1588,73.4582,73.4582,83.16621129,585.234,122.9713,67.6699,33.2497,14.6995,7.3522,241.7397,96.998,86.7332,30.078,27.9305,4.8383,4.985883424,0.2749,0.0134,3.2266,1.3234,0.2205,0.046479362,0.171995245,0.004135802,0.013096447,0.25346605,0.0129,0.2139
0.9,7,cohort,0.01,200,Yes,Setting 10,595.68,680.2533883,0.585258683,0.585258683,148.92,148.92,148.92,148.92,170.0633471,595.68,115.4075,47.7274,23.0109,29.7878,14.8814,151.9457,53.0297,33.3348,38.7634,26.8178,4.4523,5.695050088,0.4174,0.028,2.9395,1.0674,0.3394,0.062864841,0.281115302,0.009435552,0.030197318,0.471179039,0.0277,0.3237
0.9,5,all,0.03,200,Yes,Setting 10,659.276,626.1679265,0.640687155,0.640687155,247.3225,247.3225,82.3155,82.3155,73.47579162,659.276,141.3867,78.6132,38.1242,16.4469,8.2024,179.2093,87.6581,55.3492,21.3977,14.8043,4.8504,4.957916241,0.7456,0.0512,3.1832,0.8704,0.4909,0.064257028,0.461386139,0.015829829,0.047151675,0.565454977,0.0466,0.476
1,5,all,0.03,200,Yes,Setting 10,669.648,563.9639827,0.642706,0.642706,251.1518,251.1518,83.6722,83.6722,65.10458874,669.648,143.7129,79.8244,38.7589,16.7487,8.3809,143.7129,79.8244,38.7589,16.7487,8.3809,4.875,4.927619048,0.9144,0.0747,3.1586,0.7273,0.5783,0.075523203,0.556983615,0.023103331,0.067918054,0.661442376,0.0673,0.5613
1,7,cohort,0.01,200,Yes,Setting 10,639.52,627.703774,0.589347823,0.589347823,159.88,159.88,159.88,159.88,156.9259435,639.52,124.1816,51.3274,24.7702,32.0037,16.0803,124.1816,51.3274,24.7702,32.0037,16.0803,4.5826,5.449323522,0.5305,0.0525,3.0029,0.9967,0.4213,0.090051458,0.347367732,0.017182693,0.055700609,0.561957604,0.0512,0.395
0.65,3,dynamic,0.03,200,Yes,Setting 10,343.3644,437.1001965,0.616087045,0.616087045,115.9333,115.9333,55.7489,55.7489,70.76817289,343.3644,70.1055,35.8455,17.5884,11.1125,5.5591,141.3035,51.3818,45.9644,22.786,21.1713,2.9133,2.996070727,0.1082,0.0052,1.9357,0.8642,0.1023,0.045855379,0.111271082,0.002679169,0.005456453,0.141683482,0.0052,0.0983
1,3,dynamic,0.03,200,Yes,Setting 10,392.5084,376.2285714,0.622849582,0.622849582,132.3374,132.3374,63.9168,63.9168,58.38660714,392.5084,81.7227,42.1301,20.3972,12.8031,6.3923,81.7227,42.1301,20.3972,12.8031,6.3923,2.934,2.979166667,0.4004,0.0268,1.9447,0.5621,0.337,0.062734082,0.416,0.01359371,0.026801543,0.477785978,0.0257,0.3237
0.9,3,dynamic,0.03,200,Yes,Setting 10,385.0724,409.6067498,0.622450375,0.622450375,129.7361,129.7361,62.8001,62.8001,64.89288335,385.0724,80.2018,41.4071,19.9966,12.55,6.2481,102.6505,46.0518,28.9423,16.3474,11.309,2.935,2.987160675,0.3143,0.0171,1.945,0.6586,0.274,0.051599276,0.323054785,0.008715152,0.017490574,0.383776712,0.0167,0.264
0.65,7,concurrent,0.01,500,Non,Setting 6,3504.1636,2630.275466,0.914677035,0.914677035,1456.1395,1456.1395,295.9423,295.9423,212.7548678,3504.1636,817.1569,437.039,291.3052,59.1733,29.6394,1471.7118,640.9113,596.9493,121.26,112.5912,6.9635,6.922320148,4.8811,0,0,2.0824,0.976,0,0.70095498,,,0.976,0,0.976
0.9,7,concurrent,0.03,500,Non,Setting 13,3394.7276,2689.105176,0.92611746,0.92611746,1447.4934,1447.4934,249.8704,249.8704,187.316848,3394.7276,1138.4046,579.048,434.3211,74.9671,50.0684,1250.384,608.0665,492.2674,84.9977,65.0524,7,6.999450489,3.9076,0,0,3.0924,0.9134,0,0.558228571,,,0.9134,0,0.9134
0.65,7,concurrent,0.03,500,Non,Setting 13,3522.848,3183.966927,0.928365433,0.928365433,1509.0928,1509.0928,252.3312,252.3312,218.8736313,3522.848,1182.3215,603.5604,452.5016,75.7224,50.5371,1587.4391,709.0323,663.9729,110.9558,103.4781,7,7,3.8282,0,0,3.1718,0.8999,0,0.546885714,,,0.8999,0,0.8999
0.9,7,concurrent,0.01,500,Non,Setting 6,3316.8956,2215.079624,0.910672793,0.910672793,1367.7074,1367.7074,290.7404,290.7404,185.6728256,3316.8956,770.6257,410.2322,273.3705,58.0809,28.9421,947.9724,464.8907,355.3244,75.5413,52.216,6.9424,6.827991017,4.9078,0,0,2.0346,0.9803,0,0.706931321,,,0.9803,0,0.9803
0.65,3,all,0.03,500,Non,Setting 3,1504.8468,1441.632566,0.5,0.5,553.0292,553.0292,199.3942,199.3942,188.3818961,1504.8468,281.0242,166.0551,55.2424,39.8001,19.9266,610.9747,243.4197,210.2173,81.669,75.6687,3,3,0,0.255,2.745,0,0.1899,1,,0.085,0.1899,,0.1899,0
1,7,concurrent,0.01,500,Non,Setting 6,2944.1884,1663.745036,0.902301533,0.902301533,1194.7797,1194.7797,277.3145,277.3145,149.1771714,2944.1884,680.4256,358.2806,238.9546,55.5274,27.663,680.4256,358.2806,238.9546,55.5274,27.663,6.8825,6.561144486,4.8878,0,0,1.9947,0.9825,0,0.710177988,,,0.9825,0,0.9825
0.65,7,all,0.03,200,Yes,Setting 10,823.3888,914.5802552,0.636845459,0.636845459,324.2595,324.2595,87.4349,87.4349,92.71356615,823.3888,175.6476,100.2175,49.2378,17.4386,8.7537,340.9065,143.523,128.4016,35.7908,33.1911,6.7351,6.9758227,0.4212,0.0215,4.4732,1.8192,0.2987,0.04856562,0.188002142,0.004783412,0.02008521,0.317621386,0.0198,0.2911
1,7,concurrent,0.03,500,Non,Setting 13,3184.8236,2196.556912,0.922211492,0.922211492,1347.1264,1347.1264,245.2854,245.2854,156.1814217,3184.8236,1065.8288,538.9139,404.3004,73.56,49.0545,1065.8288,538.9139,404.3004,73.56,49.0545,7,6.995529874,3.996,0,0,3.004,0.9194,0,0.570857143,,,0.9194,0,0.9194
