ShortTermEndpointQuality,Maximumnumberofcohorts,TypeofDataSharing,CohortInclusionRate,FinalCohortSampleSize,InterimFutilityStopping,TreatmentEfficacySetting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac,Avg_Cohorts,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.65,5,dynamic,0.03,100,Yes,13,241.8416,332.4036697,0.830852535,4.0191,0,0.005722674,,,0.0218,0,0.0218
0.9,7,all,0.03,100,Yes,13,403.564,449.6659619,0.849511549,5.6671,0,0.034391488,,,0.1445,0,0.1445
0.65,5,concurrent,0.03,100,Yes,8,234.6164,202.5,0,3.9965,1,,0.000200175,0.0008,,0.0008,0
0.9,5,concurrent,0.03,100,Yes,8,241.3496,204,0,4.0232,1,,0.000472261,0.0019,,0.0019,0
0.65,7,all,0.03,100,Yes,6,337.5476,443.6062176,0.842267862,5.4582,0,0.01714851,,,0.0776,0,0.0776
0.65,7,all,0.03,100,Yes,3,332.9584,429.21875,0.5,5.4355,1,,0.008186919,0.0388,,0.0388,0
1,5,concurrent,0.03,100,Yes,8,250.0572,327.5555556,0,4.0581,1,,0.000443557,0.0018,,0.0018,0
0.9,5,dynamic,0.03,100,Yes,13,283.276,339.2077562,0.835713575,4.1661,0,0.019418641,,,0.0726,0,0.0726
1,7,all,0.03,100,Yes,13,439.0404,445.8844802,0.853556012,5.7728,0,0.050893847,,,0.2017,0,0.2017
0.9,7,all,0.03,100,Yes,3,389.6276,426.1549421,0.5,5.6352,1,,0.027825099,0.1138,,0.1138,0
1,5,dynamic,0.03,100,Yes,13,305.5356,336.9725331,0.83861739,4.2213,0,0.027455997,,,0.0998,0,0.0998
0.9,7,all,0.03,100,Yes,6,417.6256,455.8016529,0.851204049,5.7293,0,0.056045241,,,0.2204,0,0.2204
1,7,all,0.03,100,Yes,3,420.8772,412.3538269,0.5,5.805,1,,0.04248062,0.1612,,0.1612,0
0.65,3,concurrent,0.03,100,Yes,13,157.9868,210.8235294,0.811023999,2.5931,0,0.007481393,,,0.0189,0,0.0189
0.65,3,cohort,0.03,100,Yes,8,147.0652,115,0,2.5663,1,,0.000311733,0.0008,,0.0008,0
0.9,3,cohort,0.03,100,Yes,8,152.9364,139.6,0,2.5809,1,,0.000387462,0.001,,0.001,0
1,7,all,0.03,100,Yes,6,475.2308,435.7720798,0.858866766,5.9683,0,0.088601444,,,0.3219,0,0.3219
0.9,3,concurrent,0.03,100,Yes,13,182.6248,206.812749,0.813819512,2.6495,0,0.020267975,,,0.0508,0,0.0508
1,3,cohort,0.03,100,Yes,8,161.1808,209.1428571,0,2.614,1,,0.000267789,0.0007,,0.0007,0
1,3,concurrent,0.03,100,Yes,13,195.49,199.3065015,0.815985043,2.6756,0,0.026648228,,,0.0652,0,0.0652
0.65,5,dynamic,0.03,100,Yes,3,240.002,299.3866667,0.5,4.0087,1,,0.004116048,0.0151,,0.0151,0
0.65,7,concurrent,0.03,100,Yes,8,314.5956,241.4285714,0,5.3095,1,,0.000263678,0.0014,,0.0014,0
0.65,5,dynamic,0.03,100,Yes,6,244.5048,327.0116279,0.83134783,4.0486,0,0.009114262,,,0.0344,0,0.0344
0.9,7,concurrent,0.03,100,Yes,8,325.5068,362.8108108,0,5.388,1,,0.000686711,0.0037,,0.0037,0
0.9,5,dynamic,0.03,100,Yes,3,268.6428,300.638404,0.5,4.1205,1,,0.011212232,0.0404,,0.0404,0
1,7,concurrent,0.03,100,Yes,8,337.6676,393.6,0,5.4604,1,,0.000457842,0.0025,,0.0025,0
1,5,dynamic,0.03,100,Yes,3,277.5052,276.6022727,0.5,4.1622,1,,0.02083033,0.0708,,0.0708,0
0.65,7,dynamic,0.03,100,Yes,13,328.5776,428.6567164,0.840813074,5.3932,0,0.006897575,,,0.0337,0,0.0337
1,5,dynamic,0.03,100,Yes,6,316.0152,319.1552795,0.839856877,4.2501,0,0.04204607,,,0.1458,0,0.1458
0.9,5,dynamic,0.03,100,Yes,6,289.242,333.5564516,0.836520201,4.1878,0,0.028224844,,,0.1,0,0.1
0.9,5,cohort,0.03,100,Yes,8,238.1936,218.0571429,0,4.0244,1,,0.000869695,0.0035,,0.0035,0
0.9,7,dynamic,0.03,100,Yes,13,391.7456,447.8766169,0.848068121,5.6653,0,0.021746421,,,0.1018,0,0.1018
0.65,5,cohort,0.03,100,Yes,8,230.3936,254.3333333,0,4.022,1,,0.000298359,0.0012,,0.0012,0
0.65,3,concurrent,0.03,100,Yes,3,158.1948,208.9846154,0.5,2.59,1,,0.007760618,0.0195,,0.0195,0
0.65,3,concurrent,0.03,100,Yes,6,157.5596,216.3041825,0.810386102,2.5816,0,0.010768516,,,0.0264,0,0.0264
0.9,3,concurrent,0.03,100,Yes,3,181.2204,201.0633803,0.5,2.6329,1,,0.023852026,0.0571,,0.0571,0
0.65,7,dynamic,0.03,100,Yes,3,326.1808,412.7292818,0.5,5.3781,1,,0.003570034,0.0183,,0.0183,0
1,5,cohort,0.03,100,Yes,8,251.6028,307.5,0,4.0803,1,,0.000392128,0.0016,,0.0016,0
1,3,concurrent,0.03,100,Yes,3,196.3644,203.2567742,0.5,2.6792,1,,0.03329352,0.078,,0.078,0
0.65,5,concurrent,0.03,100,Yes,13,250.854,325.4410774,0.831930365,4.0516,0,0.007848751,,,0.0299,0,0.0299
1,7,dynamic,0.03,100,Yes,13,425.3524,452.0597865,0.851485019,5.7663,0,0.032516518,,,0.1425,0,0.1425
0.9,3,concurrent,0.03,100,Yes,6,187.9268,217.2718676,0.814711853,2.6546,0,0.035523243,,,0.0854,0,0.0854
0.65,7,dynamic,0.03,100,Yes,6,331.8764,437.3199195,0.841535975,5.4348,0,0.010101568,,,0.05,0,0.05
1,3,concurrent,0.03,100,Yes,6,207.814,211.8394758,0.817750886,2.6973,0,0.053164275,,,0.123,0,0.123
0.9,7,dynamic,0.03,100,Yes,3,369.608,406.5646259,0.5,5.5752,1,,0.012555603,0.0593,,0.0593,0
0.9,7,dynamic,0.03,100,Yes,6,399.968,449.5384615,0.848874583,5.6937,0,0.03145582,,,0.1426,0,0.1426
1,7,dynamic,0.03,100,Yes,3,382.6776,378.4311111,0.5,5.6473,1,,0.02133763,0.0905,,0.0905,0
0.9,5,concurrent,0.03,100,Yes,13,296.6804,331.6572827,0.838312679,4.208,0,0.023265209,,,0.0837,0,0.0837
1,5,concurrent,0.03,100,Yes,13,316.4924,327.3789474,0.840651627,4.2338,0,0.033657707,,,0.1168,0,0.1168
1,7,dynamic,0.03,100,Yes,6,443.9584,435.6737101,0.854178756,5.843,0,0.04857094,,,0.2059,0,0.2059
0.65,3,all,0.01,200,Yes,8,242.3956,312,0,2.1924,1,,0.000228061,0.0005,,0.0005,0
0.9,3,all,0.01,200,Yes,8,250.7516,281.7142857,0,2.2217,1,,0.000315074,0.0007,,0.0007,0
1,3,all,0.01,200,Yes,8,254.9628,310.6666667,0,2.2239,1,,0.000854355,0.0018,,0.0018,0
0.65,3,cohort,0.03,100,Yes,13,155.1048,192.3174603,0.75,2.5914,0,0.004862237,,,0.0126,0,0.0126
0.65,5,concurrent,0.03,100,Yes,3,249.61,317.3883162,0.5,4.0384,1,,0.007824881,0.0292,,0.0292,0
0.65,7,cohort,0.03,100,Yes,8,310.1468,250.5882353,0,5.3915,1,,0.000315311,0.0017,,0.0017,0
0.65,5,concurrent,0.03,100,Yes,6,251.8772,333.30131,0.831977033,4.0522,0,0.012462366,,,0.046,0,0.046
0.65,7,concurrent,0.03,100,Yes,13,339.5264,416.8240343,0.842116799,5.4437,0,0.009754395,,,0.0473,0,0.0473
0.9,5,concurrent,0.03,100,Yes,3,294.6736,322.7190476,0.5,4.1851,1,,0.023989869,0.085,,0.085,0
0.9,3,cohort,0.03,100,Yes,13,174.3408,196.6091954,0.75,2.6424,0,0.013283379,,,0.0348,0,0.0348
0.9,5,concurrent,0.03,100,Yes,6,304.1204,333.2371134,0.839468623,4.2237,0,0.039657173,,,0.1376,0,0.1376
0.9,7,cohort,0.03,100,Yes,8,324.5972,302.8421053,0,5.4809,1,,0.000693317,0.0038,,0.0038,0
1,3,cohort,0.03,100,Yes,13,186.114,193.1731161,0.75,2.6757,0,0.018649325,,,0.0491,0,0.0491
1,5,concurrent,0.03,100,Yes,3,321.1556,309.5180328,0.5,4.2956,1,,0.037387094,0.1231,,0.1231,0
1,7,cohort,0.03,100,Yes,8,343.8944,356.8695652,0,5.5688,1,,0.000413015,0.0023,,0.0023,0
0.9,7,concurrent,0.03,100,Yes,13,404.4224,432.3252305,0.849715908,5.6975,0,0.025870996,,,0.1211,0,0.1211
1,5,concurrent,0.03,100,Yes,6,338.9356,321.7847114,0.844416022,4.3205,0,0.05869691,,,0.195,0,0.195
0.65,5,all,0.01,200,Yes,8,345.0524,383.6,0,3.0972,1,,0.000322872,0.001,,0.001,0
1,7,concurrent,0.03,100,Yes,13,440.0004,432.8770186,0.854416944,5.8122,0,0.03726644,,,0.1653,0,0.1653
0.9,5,all,0.01,200,Yes,8,352.0672,416,0,3.1168,1,,0.000641684,0.002,,0.002,0
0.65,3,cohort,0.03,100,Yes,3,154.2564,186.8,0.5,2.5797,1,,0.005039346,0.013,,0.013,0
0.65,7,concurrent,0.03,100,Yes,3,340.7596,425.5345269,0.5,5.4588,1,,0.008280208,0.0399,,0.0399,0
0.9,3,cohort,0.03,100,Yes,3,176.5076,196.2692308,0.5,2.6501,1,,0.015848459,0.0416,,0.0416,0
1,5,all,0.01,200,Yes,8,356.8384,400.9411765,0,3.1103,1,,0.000578722,0.0017,,0.0017,0
0.65,3,cohort,0.03,100,Yes,6,154.1848,201.1275168,0.75,2.5774,0,0.005858617,,,0.0149,0,0.0149
1,3,cohort,0.03,100,Yes,3,190.932,190.8249258,0.5,2.6646,1,,0.025970127,0.0674,,0.0674,0
0.9,3,cohort,0.03,100,Yes,6,179.7676,202.7838313,0.75,2.6515,0,0.021723553,,,0.0569,0,0.0569
0.65,5,cohort,0.03,100,Yes,13,243.6272,303.7905759,0.75,4.0604,0,0.004777854,,,0.0191,0,0.0191
0.65,7,concurrent,0.03,100,Yes,6,339.0648,431.2870091,0.841821382,5.4274,0,0.014021447,,,0.0671,0,0.0671
0.9,7,concurrent,0.03,100,Yes,3,404.0444,420.2780352,0.5,5.6987,1,,0.024795129,0.1103,,0.1103,0
1,3,cohort,0.03,100,Yes,6,196.6324,196.6038647,0.75,2.6929,0,0.031638754,,,0.0828,0,0.0828
0.9,5,cohort,0.03,100,Yes,13,275.5072,300.9560633,0.75,4.1752,0,0.014083158,,,0.0569,0,0.0569
0.65,3,dynamic,0.01,200,Yes,8,238.6612,206,0,2.1796,1,,0.00018352,0.0004,,0.0004,0
1,7,concurrent,0.03,100,Yes,3,441.174,395.0315009,0.5,5.8712,1,,0.039889631,0.165,,0.165,0
1,5,cohort,0.03,100,Yes,13,294.622,287.8586387,0.75,4.2403,0,0.01886659,,,0.0764,0,0.0764
0.9,3,dynamic,0.01,200,Yes,8,241.0792,199,0,2.1894,1,,0.000182698,0.0004,,0.0004,0
1,3,dynamic,0.01,200,Yes,8,241.444,154.8571429,0,2.1925,1,,0.00031927,0.0007,,0.0007,0
0.9,7,concurrent,0.03,100,Yes,6,419.426,442.7655914,0.852091339,5.7632,0,0.042962243,,,0.1889,0,0.1889
0.65,7,all,0.01,200,Yes,8,426.288,532.7272727,0,3.8153,1,,0.000288313,0.0011,,0.0011,0
1,7,concurrent,0.03,100,Yes,6,473.964,425.0943539,0.859040761,5.973,0,0.06410514,,,0.2695,0,0.2695
0.9,7,all,0.01,200,Yes,8,435.8252,574.4,0,3.856,1,,0.000389004,0.0015,,0.0015,0
0.65,5,cohort,0.03,100,Yes,3,241.6348,297.3265306,0.5,4.0351,1,,0.004906942,0.0196,,0.0196,0
1,7,all,0.01,200,Yes,8,452.0456,584.5,0,3.94,1,,0.000431472,0.0016,,0.0016,0
0.9,5,cohort,0.03,100,Yes,3,279.0036,296.9799427,0.5,4.1745,1,,0.01722362,0.0698,,0.0698,0
0.65,3,all,0.01,200,Yes,13,266.4232,413.6803653,0.7954104,2.2339,0,0.021442321,,,0.0438,0,0.0438
0.9,3,all,0.01,200,Yes,13,330.2164,419.1913978,0.799748079,2.3394,0,0.070573651,,,0.1401,0,0.1401
0.65,5,cohort,0.03,100,Yes,6,243.6084,294.7333333,0.75,4.0605,0,0.00593523,,,0.024,0,0.024
1,5,cohort,0.03,100,Yes,3,307.6996,296.628,0.5,4.2901,1,,0.024428335,0.1,,0.1,0
0.65,5,dynamic,0.01,200,Yes,8,336.518,532,0,3.0483,1,,6.56E-05,0.0002,,0.0002,0
0.65,7,cohort,0.03,100,Yes,13,326.0852,385.7878788,0.75,5.4509,0,0.004934965,,,0.0264,0,0.0264
0.9,5,dynamic,0.01,200,Yes,8,344.6236,361,0,3.1073,1,,0.000257458,0.0008,,0.0008,0
0.9,5,cohort,0.03,100,Yes,6,281.9212,306.4349882,0.75,4.1911,0,0.020782134,,,0.0846,0,0.0846
1,5,dynamic,0.01,200,Yes,8,344.6128,269.6,0,3.0952,1,,0.000323081,0.001,,0.001,0
1,3,all,0.01,200,Yes,13,367.0372,409.1217158,0.802921107,2.4061,0,0.094759154,,,0.1869,0,0.1869
1,5,cohort,0.03,100,Yes,6,312.9144,297.4711538,0.75,4.2906,0,0.030695008,,,0.1248,0,0.1248
0.9,7,cohort,0.03,100,Yes,13,376.1488,408.9004093,0.75,5.692,0,0.013422347,,,0.0733,0,0.0733
0.65,3,all,0.01,200,Yes,3,264.16,413.7276995,0.5,2.2342,1,,0.01038403,0.0213,,0.0213,0
0.65,3,all,0.01,200,Yes,6,267.2992,411.6783626,0.795551152,2.2422,0,0.034296673,,,0.0685,0,0.0685
0.65,5,all,0.01,200,Yes,13,380.8068,613.3617021,0.808048315,3.1654,0,0.026852846,,,0.071,0,0.071
1,7,cohort,0.03,100,Yes,13,404.7088,403.7328244,0.75,5.8192,0,0.019023233,,,0.1048,0,0.1048
0.9,3,all,0.01,200,Yes,3,319.0288,403.270936,0.5,2.3247,1,,0.041682798,0.0814,,0.0814,0
0.65,3,concurrent,0.01,200,Yes,8,244.2836,386,0,2.2031,1,,9.08E-05,0.0002,,0.0002,0
1,3,all,0.01,200,Yes,3,344.238,370.4692913,0.5,2.3944,1,,0.065486134,0.1273,,0.1273,0
0.65,7,cohort,0.03,100,Yes,3,324.7284,394.1742739,0.5,5.4345,1,,0.004489833,0.0241,,0.0241,0
0.9,3,concurrent,0.01,200,Yes,8,253.2544,311.0769231,0,2.2121,1,,0.000587677,0.0013,,0.0013,0
1,3,concurrent,0.01,200,Yes,8,259.3848,341.8823529,0,2.2224,1,,0.000764939,0.0017,,0.0017,0
0.65,7,cohort,0.03,100,Yes,6,327.2176,393.3859155,0.75,5.4544,0,0.006636844,,,0.0355,0,0.0355
0.9,3,all,0.01,200,Yes,6,344.582,428.1710214,0.801567337,2.3727,0,0.11219286,,,0.211,0,0.211
0.65,7,dynamic,0.01,200,Yes,8,416.1828,480,0,3.7625,1,,0.000292359,0.0011,,0.0011,0
0.9,7,cohort,0.03,100,Yes,6,386.0048,408.4593128,0.75,5.7308,0,0.020433447,,,0.1106,0,0.1106
0.9,5,all,0.01,200,Yes,13,500.0136,635.7464029,0.816276525,3.4541,0,0.094177933,,,0.2227,0,0.2227
0.9,7,dynamic,0.01,200,Yes,8,430.1696,397.3333333,0,3.862,1,,0.00015536,0.0006,,0.0006,0
1,3,all,0.01,200,Yes,6,394.0524,405.3079087,0.805881088,2.4563,0,0.174164394,,,0.3214,0,0.3214
1,7,dynamic,0.01,200,Yes,8,428.6964,434.8,0,3.8495,1,,0.000259774,0.001,,0.001,0
0.9,7,cohort,0.03,100,Yes,3,378.6608,390.9130913,0.5,5.6792,1,,0.016798141,0.0909,,0.0909,0
1,5,all,0.01,200,Yes,13,562.9908,618.3229771,0.821764568,3.611,0,0.128468568,,,0.2944,0,0.2944
1,7,cohort,0.03,100,Yes,3,420.0756,401.8881627,0.5,5.8509,1,,0.025175614,0.1377,,0.1377,0
1,7,cohort,0.03,100,Yes,6,434.1156,400.2092747,0.75,5.9493,0,0.030743113,,,0.1682,0,0.1682
0.65,5,concurrent,0.01,200,Yes,8,343.5096,392.8888889,0,3.0756,1,,0.000292626,0.0009,,0.0009,0
0.65,5,all,0.01,200,Yes,3,378.6008,589.5483871,0.5,3.1615,1,,0.013189941,0.0372,,0.0372,0
0.65,3,dynamic,0.01,200,Yes,13,261.2732,411.2192192,0.794738811,2.2165,0,0.016332055,,,0.0334,0,0.0334
0.9,5,concurrent,0.01,200,Yes,8,361.5748,521.2307692,0,3.1458,1,,0.000413249,0.0013,,0.0013,0
1,5,concurrent,0.01,200,Yes,8,368.3172,390.7692308,0,3.1598,1,,0.000411418,0.0013,,0.0013,0
0.65,7,all,0.01,200,Yes,13,483.0504,815.3997945,0.814096415,3.9827,0,0.032088784,,,0.0981,0,0.0981
0.9,3,dynamic,0.01,200,Yes,13,317.1128,416.2836625,0.798411146,2.3103,0,0.054798078,,,0.1119,0,0.1119
0.65,5,all,0.01,200,Yes,6,385.432,610.0688406,0.808784257,3.195,0,0.043442879,,,0.1107,0,0.1107
1,3,dynamic,0.01,200,Yes,13,355.1672,408.6844784,0.802080455,2.3956,0,0.075722157,,,0.1575,0,0.1575
0.9,5,all,0.01,200,Yes,3,473.8236,582.066879,0.5,3.4257,1,,0.048106956,0.1257,,0.1257,0
0.65,7,concurrent,0.01,200,Yes,8,427.274,755.2727273,0,3.8091,1,,0.000288782,0.0011,,0.0011,0
1,5,all,0.01,200,Yes,3,510.2924,553.1402404,0.5,3.5397,1,,0.071248976,0.1753,,0.1753,0
0.9,7,all,0.01,200,Yes,13,663.7272,836.2020619,0.825511188,4.4869,0,0.112884174,,,0.2921,0,0.2921
0.65,3,cohort,0.01,200,Yes,8,241.99,210.2857143,0,2.1983,1,,0.000318428,0.0007,,0.0007,0
0.9,5,all,0.01,200,Yes,6,528.0932,629.2727273,0.819125428,3.5351,0,0.151678878,,,0.3293,0,0.3293
0.9,3,cohort,0.01,200,Yes,8,252.45,302,0,2.2185,1,,0.000540906,0.0012,,0.0012,0
1,3,cohort,0.01,200,Yes,8,259.28,283.4666667,0,2.2363,1,,0.000670751,0.0015,,0.0015,0
0.65,5,dynamic,0.01,200,Yes,13,373.732,616.0882353,0.80710713,3.1491,0,0.019624655,,,0.0544,0,0.0544
0.65,3,dynamic,0.01,200,Yes,3,257.138,401.2919255,0.5,2.2044,1,,0.00784794,0.0161,,0.0161,0
0.9,7,concurrent,0.01,200,Yes,8,443.3232,508,0,3.8667,1,,0.000362066,0.0014,,0.0014,0
1,5,all,0.01,200,Yes,6,607.7572,601.7206012,0.825707398,3.7405,0,0.215051464,,,0.4539,0,0.4539
0.65,7,all,0.01,200,Yes,3,479.4848,770.8803828,0.5,3.9762,1,,0.012675419,0.0421,,0.0421,0
0.65,3,dynamic,0.01,200,Yes,6,263.0756,415.6155419,0.795448617,2.2377,0,0.023863789,,,0.049,0,0.049
0.9,3,dynamic,0.01,200,Yes,3,303.8944,394,0.5,2.3036,1,,0.026914395,0.0559,,0.0559,0
1,7,concurrent,0.01,200,Yes,8,469.1048,580.1538462,0,4.0097,1,,0.000648428,0.0026,,0.0026,0
1,7,all,0.01,200,Yes,13,750.1436,775.9151358,0.831591842,4.7483,0,0.160415307,,,0.3875,0,0.3875
0.65,7,all,0.01,200,Yes,6,490.0056,796.55,0.814961887,4.0269,0,0.050013658,,,0.1442,0,0.1442
1,3,dynamic,0.01,200,Yes,3,317.0648,373.5181024,0.5,2.3445,1,,0.039709959,0.0803,,0.0803,0
0.9,3,dynamic,0.01,200,Yes,6,331.2652,420.1282367,0.799147636,2.3391,0,0.082082852,,,0.1625,0,0.1625
0.9,5,cohort,0.01,200,Yes,8,353.95,431.6,0,3.1178,1,,0.000641478,0.002,,0.002,0
0.9,5,dynamic,0.01,200,Yes,13,484.6192,640.0770053,0.814837348,3.4105,0,0.074270635,,,0.1875,0,0.1875
1,3,dynamic,0.01,200,Yes,6,377.6228,414.0584057,0.803809698,2.4247,0,0.130614097,,,0.2539,0,0.2539
0.9,7,all,0.01,200,Yes,3,625.986,751.4422827,0.5,4.4746,1,,0.050395566,0.1546,,0.1546,0
0.65,5,cohort,0.01,200,Yes,8,340.95,272.8,0,3.0937,1,,0.000323238,0.001,,0.001,0
1,7,all,0.01,200,Yes,3,664.6,708.2453184,0.5,4.5841,1,,0.076699897,0.2146,,0.2146,0
1,5,dynamic,0.01,200,Yes,13,545.826,617.2223507,0.819620209,3.5714,0,0.104188834,,,0.2606,0,0.2606
0.65,3,concurrent,0.01,200,Yes,13,265.26,394.3402062,0.795673456,2.2383,0,0.01836215,,,0.0389,0,0.0389
0.9,7,all,0.01,200,Yes,6,704.0556,809.3186383,0.828691522,4.624,0,0.177941176,,,0.4091,0,0.4091
1,5,cohort,0.01,200,Yes,8,367.25,410.6086957,0,3.1653,1,,0.000726629,0.0023,,0.0023,0
0.9,3,concurrent,0.01,200,Yes,13,326.0144,407.2914485,0.799888613,2.3384,0,0.057133082,,,0.1152,0,0.1152
0.65,7,dynamic,0.01,200,Yes,13,479.8544,809.9480841,0.814175793,3.9994,0,0.024903736,,,0.0812,0,0.0812
0.65,5,dynamic,0.01,200,Yes,3,368.6004,566.2666667,0.5,3.1312,1,,0.008367399,0.024,,0.024,0
1,7,all,0.01,200,Yes,6,816.0156,754.5017615,0.836943556,4.9804,0,0.250361417,,,0.5407,0,0.5407
0.65,3,all,0.03,200,Yes,8,323.0396,341.1428571,0,2.909,1,,0.000240633,0.0007,,0.0007,0
1,3,concurrent,0.01,200,Yes,13,363.6048,397.2639498,0.803175591,2.4015,0,0.077701437,,,0.1602,0,0.1602
0.9,3,all,0.03,200,Yes,8,328.6952,296.3076923,0,2.9164,1,,0.000445755,0.0013,,0.0013,0
1,3,all,0.03,200,Yes,8,332.5612,367.3333333,0,2.9088,1,,0.000412541,0.0012,,0.0012,0
0.65,5,dynamic,0.01,200,Yes,6,375.7184,608.6170921,0.80808251,3.1567,0,0.034814838,,,0.0904,0,0.0904
0.9,5,dynamic,0.01,200,Yes,3,453.1776,591.4666667,0.5,3.3806,1,,0.029373484,0.0829,,0.0829,0
0.9,7,dynamic,0.01,200,Yes,13,635.6376,838.8285832,0.823445461,4.405,0,0.086946652,,,0.2433,0,0.2433
0.65,7,cohort,0.01,200,Yes,8,415,462,0,3.7791,1,,0.000264613,0.001,,0.001,0
0.65,5,all,0.03,200,Yes,8,537.3416,509.75,0,4.8058,1,,0.000332931,0.0016,,0.0016,0
1,5,dynamic,0.01,200,Yes,3,469.3136,546.3096774,0.5,3.4268,1,,0.046428155,0.1242,,0.1242,0
0.9,7,cohort,0.01,200,Yes,8,442.73,508.4615385,0,3.9007,1,,0.000666547,0.0026,,0.0026,0
0.65,3,concurrent,0.01,200,Yes,3,262.606,400.185654,0.5,2.2213,1,,0.011164633,0.0238,,0.0238,0
0.65,5,concurrent,0.01,200,Yes,13,378.714,606.2977233,0.807832109,3.1703,0,0.020660505,,,0.0575,0,0.0575
1,7,cohort,0.01,200,Yes,8,459.14,625.6,0,3.9495,1,,0.000506393,0.002,,0.002,0
0.9,5,dynamic,0.01,200,Yes,6,500.7472,635.1454824,0.815891227,3.4562,0,0.109571205,,,0.2622,0,0.2622
1,7,dynamic,0.01,200,Yes,13,736.37,802.7666161,0.830711697,4.7218,0,0.119678936,,,0.3312,0,0.3312
1,5,dynamic,0.01,200,Yes,6,587.0132,620.9418484,0.823485565,3.6777,0,0.167278462,,,0.3863,0,0.3863
0.65,7,dynamic,0.01,200,Yes,3,469.2088,752.9668874,0.5,3.9302,1,,0.008829067,0.0304,,0.0304,0
0.65,3,concurrent,0.01,200,Yes,6,265.6784,404.9179229,0.795894959,2.2425,0,0.02916388,,,0.0599,0,0.0599
0.9,3,concurrent,0.01,200,Yes,3,322.5612,399.234474,0.5,2.3302,1,,0.039224101,0.0796,,0.0796,0
0.9,5,concurrent,0.01,200,Yes,13,493.9508,614.5837321,0.816785092,3.4693,0,0.071974173,,,0.189,0,0.189
0.65,7,dynamic,0.01,200,Yes,6,476.1736,798.8128342,0.813237801,3.961,0,0.03698561,,,0.1127,0,0.1127
0.9,5,all,0.03,200,Yes,8,543.1624,541.6,0,4.8181,1,,0.000228306,0.001,,0.001,0
1,5,all,0.03,200,Yes,8,550.69,560.7142857,0,4.8145,1,,0.000602347,0.0028,,0.0028,0
1,3,concurrent,0.01,200,Yes,3,346.5828,365.5818023,0.5,2.3751,1,,0.055913435,0.1143,,0.1143,0
1,7,dynamic,0.01,200,Yes,3,612.0096,707.5049375,0.5,4.428,1,,0.049322493,0.1525,,0.1525,0
0.9,3,concurrent,0.01,200,Yes,6,342.5896,419.815678,0.800808095,2.3609,0,0.097716972,,,0.1897,0,0.1897
1,5,concurrent,0.01,200,Yes,13,553.3028,592.3446925,0.821532816,3.6032,0,0.100993561,,,0.2565,0,0.2565
0.9,7,dynamic,0.01,200,Yes,3,586.2744,786.0238751,0.5,4.3202,1,,0.032683672,0.1092,,0.1092,0
1,3,dynamic,0.03,200,Yes,8,319.538,378.2857143,0,2.9087,1,,0.000275037,0.0007,,0.0007,0
1,3,concurrent,0.01,200,Yes,6,394.0404,402.6643527,0.806049954,2.4494,0,0.150363354,,,0.2884,0,0.2884
0.9,3,dynamic,0.03,200,Yes,8,321.6984,316.8,0,2.9172,1,,0.000171397,0.0005,,0.0005,0
0.65,3,dynamic,0.03,200,Yes,8,320.6076,259.2,0,2.9114,1,,0.000343477,0.001,,0.001,0
0.9,7,dynamic,0.01,200,Yes,6,674.9952,834.6578872,0.826027823,4.5369,0,0.135687364,,,0.3505,0,0.3505
0.65,3,cohort,0.01,200,Yes,13,260.99,387.390625,0.75,2.2321,0,0.011513821,,,0.0256,0,0.0256
0.65,7,concurrent,0.01,200,Yes,13,477.8556,759.016731,0.813989643,3.9752,0,0.023923325,,,0.0783,0,0.0783
0.9,3,cohort,0.01,200,Yes,13,318.37,381.4395887,0.75,2.343,0,0.034144259,,,0.0778,0,0.0778
0.65,5,concurrent,0.01,200,Yes,3,377.0616,570.1253731,0.5,3.1607,1,,0.01186446,0.0336,,0.0336,0
1,7,dynamic,0.01,200,Yes,6,799.48,799.8493409,0.835518956,4.9315,0,0.198681943,,,0.4796,0,0.4796
1,3,cohort,0.01,200,Yes,13,351.03,376.1306267,0.75,2.4051,0,0.049395036,,,0.1133,0,0.1133
0.65,5,concurrent,0.01,200,Yes,6,386.1884,606.6494067,0.809288103,3.2108,0,0.034134795,,,0.0929,0,0.0929
0.9,7,concurrent,0.01,200,Yes,13,644.1176,795.8212766,0.824978797,4.4638,0,0.079103006,,,0.2367,0,0.2367
0.65,7,all,0.03,200,Yes,8,754.5496,635.7142857,0,6.6981,1,,0.000209014,0.0014,,0.0014,0
0.9,7,all,0.03,200,Yes,8,756.9652,707.6363636,0,6.7069,1,,0.00016401,0.0011,,0.0011,0
0.9,5,concurrent,0.01,200,Yes,3,487.27,583.100346,0.5,3.4926,1,,0.041230029,0.1165,,0.1165,0
1,7,concurrent,0.01,200,Yes,13,736.6068,761.5762871,0.831397407,4.7315,0,0.112945155,,,0.3224,0,0.3224
1,7,all,0.03,200,Yes,8,769.7276,728.1538462,0,6.7105,1,,0.000387452,0.0026,,0.0026,0
1,5,concurrent,0.01,200,Yes,3,528.8192,546.2616933,0.5,3.584,1,,0.063699777,0.1698,,0.1698,0
0.65,5,dynamic,0.03,200,Yes,8,534.8644,436,0,4.8081,1,,0.000207982,0.001,,0.001,0
0.9,5,concurrent,0.01,200,Yes,6,518.5448,613.8843323,0.81811689,3.52,0,0.1175,,,0.2866,0,0.2866
